Price,Income,Distance,Shirota,Fed,Population
31.9,13432.43333,2880,61,urfo,1719
31.91,19493.99167,2880,61,urfo,1719
31.94,17017.8,2880,61,urfo,1719
31.96,35683.96667,2880,61,urfo,1719
31.97,14426.8,440,56,pfo,3159
31.97,12390.91667,2880,61,urfo,1719
31.97,28626.83333,2880,61,urfo,1719
31.98,12647.2,2880,61,urfo,1719
32.01,19555.7,2880,61,urfo,1719
32.01,33955.93333,2880,61,urfo,1719
32.01,34819.95,2880,61,urfo,1719
32.01,35251.95833,2880,61,urfo,1719
32.01,18086.68333,2880,61,urfo,1719
32.01,24552.56667,2880,61,urfo,1719
32.03,12519.05833,2880,61,urfo,1719
32.03,16165.64167,2880,61,urfo,1719
32.03,36547.98333,2880,61,urfo,1719
32.04,14676.65,2880,61,urfo,1719
32.05,16457.1,2880,61,urfo,1719
32.06,15641.55,2880,61,urfo,1719
32.07,25808.68333,2880,61,urfo,1719
32.07,16256.05,2880,61,urfo,1719
32.12,24206.63333,2880,61,urfo,1719
32.15,24054.425,2880,61,urfo,1719
32.16,13892,8460,62,dfo,997
32.16,17893.63333,2880,61,urfo,1719
32.19,18376.96667,2880,61,urfo,1719
32.2,18546.5,2880,61,urfo,1719
32.21,19225,2880,61,urfo,1719
32.23,24577.30833,2880,61,urfo,1719
32.24,16346.45833,2880,61,urfo,1719
32.26,24398.9,2880,61,urfo,1719
32.29,7739.625,2880,61,urfo,1719
32.31,13081.13333,2880,61,urfo,1719
32.35,13546.625,2880,61,urfo,1719
32.37,15625.35,2880,61,urfo,1719
32.38,18058.49167,8460,62,dfo,997
32.4,28204.64167,2880,61,urfo,1719
32.4,19605.85,2880,61,urfo,1719
32.42,24611.4,2880,61,urfo,1719
32.42,24938.05833,2880,61,urfo,1719
32.42,24358.81667,2880,61,urfo,1719
32.45,28531.3,2880,61,urfo,1719
32.46,19717.70833,2880,61,urfo,1719
32.47,28176.7,2880,61,urfo,1719
32.49,21820.91667,2880,61,urfo,1719
32.53,18068.31667,2880,61,urfo,1719
32.58,18256.10833,2880,61,urfo,1719
32.63,20162.03333,2880,61,urfo,1719
32.64,24795.8,2880,61,urfo,1719
32.64,16075.23333,2880,61,urfo,1719
32.66,25264.71667,2880,61,urfo,1719
32.68,19382.13333,2880,61,urfo,1719
32.68,23341.8,2880,61,urfo,1719
32.69,37574.43333,2880,61,urfo,1719
32.71,22158.93333,2880,61,urfo,1719
32.74,14803.975,2880,61,urfo,1719
32.75,22880.21667,2880,61,urfo,1719
32.75,13406.58333,2880,61,urfo,1719
32.78,23188.55,2880,61,urfo,1719
32.81,20553.275,2880,61,urfo,1719
32.82,30753.79167,2880,61,urfo,1719
32.83,14654.75,2880,61,urfo,1719
32.84,19764.63333,2880,61,urfo,1719
32.85,24555.64167,2880,61,urfo,1719
32.86,22882.05,2880,61,urfo,1719
32.87,24305.03333,2880,61,urfo,1719
32.91,20242.9,2880,61,urfo,1719
32.92,21775.45,2880,61,urfo,1719
32.93,18219.41667,2880,61,urfo,1719
32.94,19409.2,8460,62,dfo,997
32.96,31373.275,2880,61,urfo,1719
32.97,19931.13333,440,56,pfo,3159
32.97,18394,2880,61,urfo,1719
32.99,25558.075,2880,61,urfo,1719
33,27276.43333,9170,43,dfo,1828
33.01,19139.05833,8460,62,dfo,997
33.03,20308.5,2880,61,urfo,1719
33.04,14953.2,2880,61,urfo,1719
33.06,15800.56667,440,56,pfo,3159
33.06,24806.25,2880,61,urfo,1719
33.07,18442.76667,2880,61,urfo,1719
33.09,20071.1,2880,61,urfo,1719
33.09,19086.5,2880,61,urfo,1719
33.1,27726.56667,2880,61,urfo,1719
33.11,18359.5,2880,61,urfo,1719
33.12,27877.98333,2880,61,urfo,1719
33.12,22919.1,2880,61,urfo,1719
33.13,14790.1,2880,61,urfo,1719
33.16,17901.25,9170,43,dfo,1828
33.17,17718.55833,9170,43,dfo,1828
33.17,21217.5,2880,61,urfo,1719
33.18,19270.275,2880,61,urfo,1719
33.18,23035.3,2880,61,urfo,1719
33.2,22829.375,2880,61,urfo,1719
33.21,13303.16667,2880,61,urfo,1719
33.22,18268.90833,2880,61,urfo,1719
33.25,18289.45833,2880,61,urfo,1719
33.27,20798.05,2880,61,urfo,1719
33.28,19899.3,2880,61,urfo,1719
33.3,15526.825,2880,61,urfo,1719
33.31,18083.94167,9170,43,dfo,1828
33.33,20411.46667,2880,61,urfo,1719
33.35,37655.65,2880,61,urfo,1719
33.36,16635.7,2880,61,urfo,1719
33.36,18143.81667,2880,61,urfo,1719
33.36,16436.86667,2880,61,urfo,1719
33.37,12262.775,2880,61,urfo,1719
33.39,15141.775,440,56,pfo,3159
33.39,23514.76667,2880,61,urfo,1719
33.45,23484.85,520,51,cfo,2278
33.51,25160.55,520,51,cfo,2278
33.52,24140.325,520,51,cfo,2278
33.52,23412.36667,520,51,cfo,2278
33.53,25056.85833,520,51,cfo,2278
33.56,23165.73333,520,51,cfo,2278
33.58,25493.7,520,51,cfo,2278
33.59,15131.175,520,51,cfo,2278
33.6,14505.525,520,51,cfo,2278
33.62,23659,520,51,cfo,2278
33.67,18328.63333,8460,62,dfo,997
33.69,23001.025,520,51,cfo,2278
33.7,17255.98333,520,51,cfo,2278
33.74,13515.06667,520,51,cfo,2278
33.74,17494.16667,520,51,cfo,2278
33.76,15742.7,520,51,cfo,2278
33.77,18598.775,8460,62,dfo,997
33.77,15756.275,520,51,cfo,2278
33.79,18344.8,520,51,cfo,2278
33.81,23266.35833,520,51,cfo,2278
33.82,10994.725,520,51,cfo,2278
33.86,17535.86667,9170,43,dfo,1828
33.86,23245.8,520,51,cfo,2278
33.89,17353.175,9170,43,dfo,1828
33.91,18149.375,520,51,cfo,2278
33.92,18868.91667,8460,62,dfo,997
33.94,17352.16667,520,51,cfo,2278
33.95,21055.06667,520,51,cfo,2278
33.95,13690.96667,520,51,cfo,2278
33.96,17170.48333,9170,43,dfo,1828
33.96,24725.53333,520,51,cfo,2278
33.97,26160,520,51,cfo,2278
33.98,20143.65,8460,62,dfo,997
33.99,19829.56667,520,51,cfo,2278
34,20510.875,8460,62,dfo,997
34.02,24409.79167,520,51,cfo,2278
34.05,26826.3,520,51,cfo,2278
34.08,17336.3,520,51,cfo,2278
34.09,24033.66667,520,51,cfo,2278
34.1,37736.86667,520,51,cfo,2278
34.14,23905.63333,520,51,cfo,2278
34.15,19363.5,520,51,cfo,2278
34.15,18748.2,520,51,cfo,2278
34.16,23047.86667,520,51,cfo,2278
34.17,26493.15,520,51,cfo,2278
34.21,25591.375,520,51,cfo,2278
34.22,19363.16667,520,51,cfo,2278
34.22,12972.65,520,51,cfo,2278
34.22,24152.26667,520,51,cfo,2278
34.25,23703.34167,520,51,cfo,2278
34.26,12755.68333,520,51,cfo,2278
34.27,26571.35,520,51,cfo,2278
34.35,17788.35,8460,62,dfo,997
34.35,27551.325,520,51,cfo,2278
34.35,14222.85,520,51,cfo,2278
34.36,25826.85,520,51,cfo,2278
34.41,25307.46667,520,51,cfo,2278
34.42,17894.475,520,51,cfo,2278
34.43,26244.69167,520,51,cfo,2278
34.44,19727.5,520,51,cfo,2278
34.45,15932.325,440,56,pfo,3159
34.52,21379.93333,520,51,cfo,2278
34.54,19776.425,8460,62,dfo,997
34.54,14878.25833,440,56,pfo,3159
34.56,15871,520,51,cfo,2278
34.57,37818.08333,520,51,cfo,2278
34.57,15412.1,520,51,cfo,2278
34.59,18948,520,51,cfo,2278
34.6,20878.1,8460,62,dfo,997
34.6,37980.51667,520,51,cfo,2278
34.62,24827.4,520,51,cfo,2278
34.63,22669.025,520,51,cfo,2278
34.67,21765.6,520,51,cfo,2278
34.68,19965.36667,520,51,cfo,2278
34.71,17410,440,56,pfo,3159
34.72,16064.08333,440,56,pfo,3159
34.73,37899.3,520,51,cfo,2278
34.75,14903.55,520,51,cfo,2278
34.76,25909.75,520,51,cfo,2278
34.76,17514.1,520,51,cfo,2278
34.77,21042.825,520,51,cfo,2278
34.79,15010.01667,440,56,pfo,3159
34.79,25918.03333,520,51,cfo,2278
34.79,13995.95,520,51,cfo,2278
34.83,15067.925,520,51,cfo,2278
34.89,24042.29167,8460,62,dfo,997
34.92,12915.36667,520,51,cfo,2278
34.93,24161.1,520,51,cfo,2278
34.94,17518.20833,8460,62,dfo,997
34.95,26898.00833,520,51,cfo,2278
34.97,31063.53333,520,51,cfo,2278
35,18018.725,9170,43,dfo,1828
35.01,15385.5,520,51,cfo,2278
35.03,24208.18333,520,51,cfo,2278
35.03,27793.55,520,51,cfo,2278
35.05,16380.96667,520,51,cfo,2278
35.09,24494.25,520,51,cfo,2278
35.09,38061.73333,520,51,cfo,2278
35.09,15017,520,51,cfo,2278
35.14,23687.73333,520,51,cfo,2278
35.18,17770.8,440,56,pfo,3159
35.2,21644.425,520,51,cfo,2278
35.2,13623.55,520,51,cfo,2278
35.22,12864.16667,520,51,cfo,2278
35.22,22756.25,520,51,cfo,2278
35.3,13173.9,520,51,cfo,2278
35.32,16992.9,520,51,cfo,2278
35.32,13732.03333,520,51,cfo,2278
35.32,21287.6,520,51,cfo,2278
35.36,18266.63333,9170,43,dfo,1828
35.37,17368.03333,520,51,cfo,2278
35.43,17248.06667,8460,62,dfo,997
35.45,21245.325,8460,62,dfo,997
35.46,16798.5,520,51,cfo,2278
35.5,20135.26667,520,51,cfo,2278
35.5,21532.375,520,51,cfo,2278
35.52,19162.43333,520,51,cfo,2278
35.53,19122.96667,520,51,cfo,2278
35.53,28672.4,520,51,cfo,2278
35.58,23860.7,520,51,cfo,2278
35.59,26160.9,520,51,cfo,2278
35.6,21777.15,520,51,cfo,2278
35.6,9200,0,56,cfo,13010
35.62,18560.23333,0,56,cfo,13010
35.63,21517.5,0,56,cfo,13010
35.65,15564.1,0,56,cfo,13010
35.67,23081.45,8460,62,dfo,997
35.68,16977.925,8460,62,dfo,997
35.68,18949.9,0,56,cfo,13010
35.69,15042.13333,0,56,cfo,13010
35.7,23815.9,8460,62,dfo,997
35.73,18143.1,0,56,cfo,13010
35.74,23448.675,8460,62,dfo,997
35.76,18679.75,0,56,cfo,13010
35.76,25658.6,0,56,cfo,13010
35.77,22714.225,8460,62,dfo,997
35.77,17590.4,440,56,pfo,3159
35.81,22021.925,0,56,cfo,13010
35.81,22511.475,0,56,cfo,13010
35.83,17229.6,440,56,pfo,3159
35.83,17394.83333,0,56,cfo,13010
35.86,14109.4,0,56,cfo,13010
35.88,20277,0,56,cfo,13010
35.88,24898.5,0,56,cfo,13010
35.88,25071.46667,0,56,cfo,13010
35.9,20892.63333,0,56,cfo,13010
35.98,19962.03333,0,56,cfo,13010
36.03,22347,8460,62,dfo,997
36.03,16814.3,0,56,cfo,13010
36.03,23921.83333,0,56,cfo,13010
36.07,20165.14167,0,56,cfo,13010
36.1,25458.23333,0,56,cfo,13010
36.11,18449.325,9170,43,dfo,1828
36.11,21573.575,0,56,cfo,13010
36.14,16707.78333,8460,62,dfo,997
36.14,21612.55,8460,62,dfo,997
36.18,21542.36667,0,56,cfo,13010
36.19,16708.09167,0,56,cfo,13010
36.21,28421.25,0,56,cfo,13010
36.21,25244.43333,0,56,cfo,13010
36.23,13044.63333,0,56,cfo,13010
36.26,18632.01667,9170,43,dfo,1828
36.3,16096.7,0,56,cfo,13010
36.31,22266.7,0,56,cfo,13010
36.36,21979.775,8460,62,dfo,997
36.4,16100.45,0,56,cfo,13010
36.44,27224.66667,0,56,cfo,13010
36.46,18814.70833,9170,43,dfo,1828
36.47,18997.4,9170,43,dfo,1828
36.49,38142.95,0,56,cfo,13010
36.51,20053.28333,0,56,cfo,13010
36.52,13820.23333,0,56,cfo,13010
36.54,15297.375,0,56,cfo,13010
36.58,17633.36667,0,56,cfo,13010
36.59,27001.5,0,56,cfo,13010
36.61,18532.5,0,56,cfo,13010
36.62,19502,0,56,cfo,13010
36.67,17171.5,0,56,cfo,13010
36.68,23827.95,0,56,cfo,13010
36.68,15985.725,0,56,cfo,13010
36.69,18901.35833,0,56,cfo,13010
36.73,15029.75,8460,62,dfo,997
36.75,13840.51667,0,56,cfo,13010
36.79,16195.84167,440,56,pfo,3159
36.8,26412.05,0,56,cfo,13010
36.81,18458.14167,0,56,cfo,13010
36.81,18760.96667,0,56,cfo,13010
36.82,15182.65,0,56,cfo,13010
36.88,15954.56667,0,56,cfo,13010
36.92,28170.1,0,56,cfo,13010
36.94,14768.85,0,56,cfo,13010
36.97,17275.56667,0,56,cfo,13010
37.08,18809.5,0,56,cfo,13010
37.11,26914.35,0,56,cfo,13010
37.2,21867.23333,0,56,cfo,13010
37.22,15130.45,0,56,cfo,13010
37.23,27165.5,0,56,cfo,13010
37.24,14078.76667,0,56,cfo,13010
37.29,26663.2,0,56,cfo,13010
37.29,17752.63333,0,56,cfo,13010
37.3,15257.3,8460,62,dfo,997
37.3,16238.83333,0,56,cfo,13010
37.33,21269.4,0,56,cfo,13010
37.34,14632.20833,0,56,cfo,13010
37.52,15482.23333,0,56,cfo,13010
37.53,14119.55,8460,62,dfo,997
37.55,22013.7,0,56,cfo,13010
37.55,13949.5,0,56,cfo,13010
37.6,19788.8,0,56,cfo,13010
37.61,21704.8,0,56,cfo,13010
37.61,18961.7,0,56,cfo,13010
37.63,16617.68333,0,56,cfo,13010
37.71,20405.33333,0,56,cfo,13010
37.71,27265.51667,0,56,cfo,13010
37.75,18671,0,56,cfo,13010
37.78,17049.2,440,56,pfo,3159
37.83,14208.03333,0,56,cfo,13010
37.84,18236.53333,0,56,cfo,13010
37.84,24006.575,0,56,cfo,13010
37.85,20443.05,9170,43,dfo,1828
37.87,20166.1,0,56,cfo,13010
37.95,16437.64167,8460,62,dfo,997
37.96,14905.49167,0,56,cfo,13010
37.99,22035.45,0,56,cfo,13010
38.04,20730.2,0,56,cfo,13010
38.04,15243.9,0,56,cfo,13010
38.07,13949,0,56,cfo,13010
38.12,20683.99167,9170,43,dfo,1828
38.14,25257.86667,0,56,cfo,13010
38.14,16215.175,0,56,cfo,13010
38.15,16327.6,440,56,pfo,3159
38.15,16917.76667,0,56,cfo,13010
38.16,15484.85,8460,62,dfo,997
38.16,17350.1,0,56,cfo,13010
38.17,20567.76667,0,56,cfo,13010
38.2,15196,0,56,cfo,13010
38.2,27529.53333,0,56,cfo,13010
38.22,27416.65,0,56,cfo,13010
38.27,20366.83333,0,56,cfo,13010
38.29,17941.4,0,56,cfo,13010
38.32,19151.6,0,56,cfo,13010
38.33,22246.64167,0,56,cfo,13010
38.38,9025.3,1350,45,ufo,5803
38.4,15712.4,8460,62,dfo,997
38.43,17538,1350,45,ufo,5803
38.46,25417.4,1350,45,ufo,5803
38.58,17871.9,1350,45,ufo,5803
38.61,24268.68333,8460,62,dfo,997
38.64,20525.1,1350,45,ufo,5803
38.64,26737.48333,1350,45,ufo,5803
38.71,27918.95,1350,45,ufo,5803
38.77,20967.95,1350,45,ufo,5803
38.77,15812.43333,1350,45,ufo,5803
38.82,16167.5,8460,62,dfo,997
38.87,17720.63333,1350,45,ufo,5803
38.91,14347.1,8460,62,dfo,997
38.95,15939.95,8460,62,dfo,997
38.96,14495.56667,1350,45,ufo,5803
39.01,22457.83333,1350,45,ufo,5803
39.08,24495.075,8460,62,dfo,997
39.11,17372.95,1350,45,ufo,5803
39.13,19353.3,1350,45,ufo,5803
39.14,20202.10833,9170,43,dfo,1828
39.14,20567.56667,1350,45,ufo,5803
39.15,21021.3,1350,45,ufo,5803
39.15,16329.9,1350,45,ufo,5803
39.2,21371.7,1350,45,ufo,5803
39.2,17546.79167,1350,45,ufo,5803
39.26,25057.5,1350,45,ufo,5803
39.27,17739.7,1350,45,ufo,5803
39.35,23401.75,1350,45,ufo,5803
39.39,17156.3,1350,45,ufo,5803
39.43,15339.11667,1350,45,ufo,5803
39.47,15052.88333,1350,45,ufo,5803
39.52,19640.5,1350,45,ufo,5803
39.59,17199.10833,1350,45,ufo,5803
39.61,24926.6,9170,43,dfo,1828
39.68,21824.25833,1350,45,ufo,5803
39.71,21169.825,1350,45,ufo,5803
39.74,19779,1350,45,ufo,5803
39.79,24674.8,9170,43,dfo,1828
39.8,21114.95,1350,45,ufo,5803
39.82,23603.35833,1350,45,ufo,5803
39.82,16527.275,1350,45,ufo,5803
39.83,17037.03333,1350,45,ufo,5803
39.83,17991.16667,1350,45,ufo,5803
39.84,20773.2,1350,45,ufo,5803
39.89,16868.8,440,56,pfo,3159
39.91,14337.3,1350,45,ufo,5803
39.96,20766.075,1350,45,ufo,5803
40.06,17383.9,1350,45,ufo,5803
40.11,24423,9170,43,dfo,1828
40.18,19555,1350,45,ufo,5803
40.22,21291.44167,1350,45,ufo,5803
40.26,21467.93333,1350,45,ufo,5803
40.27,14802.2,8460,62,dfo,997
40.29,19941.425,1350,45,ufo,5803
40.39,24721.46667,8460,62,dfo,997
40.4,19238.34167,9170,43,dfo,1828
40.48,23804.96667,1350,45,ufo,5803
40.51,38224.16667,1350,45,ufo,5803
40.54,26473.46667,1350,45,ufo,5803
40.57,27667.8,1350,45,ufo,5803
40.58,19917.5,1350,45,ufo,5803
40.63,18014.925,1350,45,ufo,5803
40.63,38630.6,1350,45,ufo,5803
40.71,38386.6,1350,45,ufo,5803
40.71,14909.76667,1350,45,ufo,5803
40.71,25681.41667,1350,45,ufo,5803
40.73,19269.1,1350,45,ufo,5803
40.75,19442.33333,1350,45,ufo,5803
40.78,24947.85833,8460,62,dfo,997
40.81,20924.93333,9170,43,dfo,1828
40.83,25400.64167,8460,62,dfo,997
40.84,15670.3,1350,45,ufo,5803
40.85,25174.25,8460,62,dfo,997
40.85,22261.8,1350,45,ufo,5803
40.91,26185.6,9170,43,dfo,1828
40.96,23200.14167,1350,45,ufo,5803
40.98,25682,9170,43,dfo,1828
40.99,22029.66667,1350,45,ufo,5803
40.99,38305.38333,1350,45,ufo,5803
41.01,25430.2,9170,43,dfo,1828
41.02,25178.4,9170,43,dfo,1828
41.03,26437.4,9170,43,dfo,1828
41.06,20768.3,1350,45,ufo,5803
41.07,21613.06667,1350,45,ufo,5803
41.09,27192.8,9170,43,dfo,1828
41.12,25933.8,9170,43,dfo,1828
41.12,26941,9170,43,dfo,1828
41.13,19095.86667,1350,45,ufo,5803
41.15,25627.03333,8460,62,dfo,997
41.22,26689.2,9170,43,dfo,1828
41.22,14358.925,1350,45,ufo,5803
41.24,19615.56667,1350,45,ufo,5803
41.25,22192.1,1350,45,ufo,5803
41.26,27444.6,9170,43,dfo,1828
41.33,25853.425,8460,62,dfo,997
41.39,24211.80833,9170,43,dfo,1828
41.44,26079.81667,8460,62,dfo,997
41.45,38874.6,1350,45,ufo,5803
41.51,26209.45,1350,45,ufo,5803
41.53,39118.6,1350,45,ufo,5803
41.57,16508,440,56,pfo,3159
41.64,19961.16667,9170,43,dfo,1828
41.72,16688.4,440,56,pfo,3159
41.76,20938.45833,1350,45,ufo,5803
41.8,17025.26667,1350,45,ufo,5803
41.82,18110.43333,1350,45,ufo,5803
41.84,19756.7,1350,45,ufo,5803
41.86,39850.6,1350,45,ufo,5803
41.88,14085.64167,1350,45,ufo,5803
41.93,22509.9,1350,45,ufo,5803
41.94,14574.65,8460,62,dfo,997
41.94,20056,1350,45,ufo,5803
42.02,39606.6,1350,45,ufo,5803
42.03,19479.28333,9170,43,dfo,1828
42.06,17793.31667,1350,45,ufo,5803
42.08,25945.43333,1350,45,ufo,5803
42.14,15386.03333,1350,45,ufo,5803
42.18,18922.63333,1350,45,ufo,5803
42.25,14222.28333,1350,45,ufo,5803
42.25,22758,1070,47,ufo,4162
42.28,21165.875,9170,43,dfo,1828
42.29,20761.96667,1070,47,ufo,4162
42.3,26532.6,8460,62,dfo,997
42.36,22998.53333,1070,47,ufo,4162
42.38,40094.6,1070,47,ufo,4162
42.4,39362.6,1070,47,ufo,4162
42.41,15528.16667,1070,47,ufo,4162
42.42,16503.74167,1070,47,ufo,4162
42.43,19720.225,9170,43,dfo,1828
42.56,14766.65,1070,47,ufo,4162
42.67,20564.2,1070,47,ufo,4162
42.68,24456.4,1070,47,ufo,4162
42.71,26306.20833,8460,62,dfo,997
42.8,18229.7,1070,47,ufo,4162
43.04,47724.43333,1070,47,ufo,4162
43.09,20979.49167,1070,47,ufo,4162
43.12,21406.81667,9170,43,dfo,1828
43.14,23006.1,1070,47,ufo,4162
43.27,24857.13333,1070,47,ufo,4162
43.28,24656.76667,1070,47,ufo,4162
43.31,47279.16667,1070,47,ufo,4162
43.33,48169.7,1070,47,ufo,4162
43.33,48614.96667,1070,47,ufo,4162
43.38,40338.6,1070,47,ufo,4162
43.49,14480.41667,1070,47,ufo,4162
43.51,16851.425,1070,47,ufo,4162
43.59,21401.875,1070,47,ufo,4162
43.63,16677.58333,1070,47,ufo,4162
43.71,40582.6,1070,47,ufo,4162
43.78,14623.53333,1070,47,ufo,4162
43.87,40826.6,1070,47,ufo,4162
44.1,49060.23333,1070,47,ufo,4162
44.13,46833.9,1070,47,ufo,4162
44.21,21190.68333,1070,47,ufo,4162
44.21,23254.2,1070,47,ufo,4162
44.22,24256.03333,1070,47,ufo,4162
44.29,18749.4,1070,47,ufo,4162
44.39,49505.5,1070,47,ufo,4162
44.69,22796.925,1070,47,ufo,4162
44.79,24055.66667,1070,47,ufo,4162
44.87,24000.61667,9170,43,dfo,1828
44.94,26713.88333,8460,62,dfo,997
44.95,49950.76667,1070,47,ufo,4162
44.97,19958.575,1070,47,ufo,4162
45.05,50396.03333,1070,47,ufo,4162
45.16,50841.3,1070,47,ufo,4162
45.52,20362.325,1070,47,ufo,4162
45.54,46388.63333,1070,47,ufo,4162
45.79,41314.6,1070,47,ufo,4162
45.87,18576.16667,1070,47,ufo,4162
45.88,20585.475,1070,47,ufo,4162
45.92,18402.93333,1070,47,ufo,4162
46.17,20160.45,1070,47,ufo,4162
46.31,41070.6,1070,47,ufo,4162
46.43,23789.425,9170,43,dfo,1828
46.45,41663.225,1070,47,ufo,4162
46.59,22393.70833,1070,47,ufo,4162
46.9,26895.16667,8460,62,dfo,997
46.9,22595.31667,1070,47,ufo,4162
47.1,23855.3,1070,47,ufo,4162
47.36,27076.45,8460,62,dfo,997
47.47,23578.23333,9170,43,dfo,1828
47.48,20408.98333,1070,47,ufo,4162
47.71,23367.04167,9170,43,dfo,1828
47.71,23454.56667,1070,47,ufo,4162
47.71,45943.36667,1070,47,ufo,4162
47.74,23155.85,9170,43,dfo,1828
47.99,27801.58333,8460,62,dfo,997
48.11,27257.73333,8460,62,dfo,997
48.11,27620.3,8460,62,dfo,997
48.13,45498.1,1070,47,ufo,4162
48.2,23654.93333,1070,47,ufo,4162
48.29,27439.01667,8460,62,dfo,997
48.29,27982.86667,8460,62,dfo,997
48.31,28164.15,8460,62,dfo,997
48.39,22944.65833,9170,43,dfo,1828
48.88,28345.43333,8460,62,dfo,997
49.67,22733.46667,9170,43,dfo,1828
50.03,28526.71667,8460,62,dfo,997
50.34,43754.975,1070,47,ufo,4162
50.49,42011.85,1070,47,ufo,4162
50.54,21647.75833,9170,43,dfo,1828
50.69,21888.7,9170,43,dfo,1828
51.09,43406.35,1070,47,ufo,4162
51.13,22522.275,9170,43,dfo,1828
51.24,43057.725,1070,47,ufo,4162
51.72,28708,8460,62,dfo,997
51.75,22099.89167,9170,43,dfo,1828
51.92,45149.475,1070,47,ufo,4162
52.11,22311.08333,9170,43,dfo,1828
52.18,39915.6,8460,62,dfo,997
52.37,42709.1,1070,47,ufo,4162
52.38,42360.475,1070,47,ufo,4162
52.67,44103.6,1070,47,ufo,4162
53.03,36494.875,8460,62,dfo,997
53.05,44800.85,1070,47,ufo,4162
53.2,37472.225,8460,62,dfo,997
53.27,36983.55,8460,62,dfo,997
53.41,36006.2,8460,62,dfo,997
53.57,37960.9,8460,62,dfo,997
54.03,38449.575,8460,62,dfo,997
54.08,38938.25,8460,62,dfo,997
54.16,35517.525,8460,62,dfo,997
54.19,39426.925,8460,62,dfo,997
54.25,44452.225,1070,47,ufo,4162
54.51,35028.85,8460,62,dfo,997
54.99,29598.58333,8460,62,dfo,997
56.1,34540.175,8460,62,dfo,997
56.27,34051.5,8460,62,dfo,997
56.53,29153.29167,8460,62,dfo,997
56.53,33606.20833,8460,62,dfo,997
57.77,33160.91667,8460,62,dfo,997
57.92,30043.875,8460,62,dfo,997
59.51,30489.16667,8460,62,dfo,997
59.59,32270.33333,8460,62,dfo,997
59.7,32715.625,8460,62,dfo,997
59.82,30934.45833,8460,62,dfo,997
59.89,31825.04167,8460,62,dfo,997
60.3,31379.75,8460,62,dfo,997
